gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Tenure_Group,TotalAddon_Count,Is_Automatic_Payment,Avg_Monthly_Charge,Monthly_vs_Average_Diff,Customer_Value_Tier
Female,Yes,Yes,No,19,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.95,1760.25,No,Established (13-36m),2,0,92.64473684210526,2.3052631578947427,Top_Value
Male,No,Yes,No,43,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),86.1,3551.65,No,Loyal (37-60m),3,1,82.59651162790698,3.503488372093017,High_Value
Male,No,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.55,122.9,No,New (0-12m),0,0,20.48333333333333,-0.9333333333333336,Low_Value
Male,No,No,Yes,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.8,1424.2,No,Loyal (37-60m),0,0,25.432142857142857,-0.6321428571428562,Low_Value
Male,No,No,No,57,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,39.3,2111.45,Yes,Loyal (37-60m),2,0,37.04298245614035,2.2570175438596465,Medium_Value
Male,No,Yes,Yes,34,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,84.05,2909.95,No,Established (13-36m),2,0,85.58676470588235,-1.536764705882348,High_Value
Female,No,No,No,10,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,36.25,374.0,No,New (0-12m),2,0,37.4,-1.1499999999999986,Medium_Value
Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.25,20.25,Yes,New (0-12m),0,0,20.25,0.0,Low_Value
Female,No,No,No,13,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,23.9,300.8,Yes,Established (13-36m),0,0,23.138461538461534,0.7615384615384606,Low_Value
Male,No,No,No,56,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,98.6,5581.05,No,Loyal (37-60m),3,0,99.66160714285716,-1.0616071428571558,Top_Value
Female,No,Yes,No,55,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),103.65,5676.65,No,Loyal (37-60m),4,1,103.21181818181816,0.4381818181818318,Top_Value
Female,No,Yes,Yes,36,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),92.9,3379.25,No,Established (13-36m),6,1,93.86805555555556,-0.9680555555555516,Top_Value
Male,No,Yes,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.9,942.95,No,Loyal (37-60m),0,1,20.06276595744681,-0.1627659574468118,Low_Value
Female,No,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.1,232.4,No,New (0-12m),0,1,19.366666666666667,0.7333333333333343,Low_Value
Female,No,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,85.45,85.45,Yes,New (0-12m),2,0,85.45,0.0,High_Value
Male,Yes,No,No,24,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.5,2088.45,No,Established (13-36m),1,0,87.01875,-6.518749999999997,High_Value
Female,No,No,No,63,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),99.9,6137.0,Yes,Veteran (61m+),3,1,97.41269841269842,2.487301587301588,Top_Value
Female,Yes,No,No,35,No,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,39.85,1434.6,No,Established (13-36m),2,0,40.98857142857143,-1.1385714285714243,Medium_Value
Female,No,No,No,67,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,No,Credit card (automatic),60.5,3870.0,No,Veteran (61m+),3,1,57.76119402985075,2.738805970149251,Medium_Value
Male,No,No,No,25,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.8,2043.45,Yes,Established (13-36m),1,0,81.738,3.0619999999999976,High_Value
Male,No,No,No,21,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,103.85,2215.0,No,Established (13-36m),4,0,105.47619047619048,-1.6261904761904873,Top_Value
Female,No,No,No,13,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),67.8,842.25,No,Established (13-36m),4,1,64.78846153846153,3.011538461538464,Medium_Value
Male,No,Yes,No,35,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.2,2576.2,Yes,Established (13-36m),0,0,73.60571428571428,1.594285714285718,High_Value
Male,Yes,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.85,1901.0,No,Veteran (61m+),0,1,26.774647887323944,-1.9246478873239423,Low_Value
Female,No,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.35,601.6,No,Established (13-36m),0,1,20.7448275862069,-1.3948275862068975,Low_Value
Male,No,Yes,No,71,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Electronic check,49.35,3515.25,Yes,Veteran (61m+),3,0,49.51056338028169,-0.1605633802816868,Medium_Value
Male,Yes,Yes,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.0,605.45,No,New (0-12m),2,0,86.49285714285715,2.5071428571428527,High_Value
Female,Yes,No,No,57,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,55.0,3094.05,No,Loyal (37-60m),4,0,54.28157894736842,0.7184210526315766,Medium_Value
Male,No,Yes,No,65,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),76.15,4929.55,No,Veteran (61m+),4,1,75.83923076923077,0.3107692307692389,High_Value
Male,No,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.3,595.05,No,Established (13-36m),0,0,22.038888888888888,-1.7388888888888872,Low_Value
Male,No,No,No,6,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.9,469.8,Yes,New (0-12m),0,0,78.3,-3.3999999999999915,High_Value
Female,Yes,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),117.35,8436.25,No,Veteran (61m+),6,1,117.17013888888889,0.1798611111111085,Top_Value
Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.75,19.75,No,New (0-12m),0,0,19.75,0.0,Low_Value
Male,No,No,No,11,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),45.2,492.0,No,New (0-12m),0,1,44.72727272727273,0.4727272727272762,Medium_Value
Male,No,Yes,Yes,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.2,987.95,No,Loyal (37-60m),0,0,25.33205128205128,-0.1320512820512824,Low_Value
Female,Yes,No,No,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,89.75,5496.9,No,Loyal (37-60m),3,0,93.16779661016948,-3.417796610169489,High_Value
Male,No,No,No,26,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),75.0,1908.35,No,Established (13-36m),4,1,73.39807692307691,1.601923076923086,High_Value
Male,Yes,No,No,2,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,49.95,107.1,No,New (0-12m),1,0,53.55,-3.5999999999999943,Medium_Value
Female,No,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),65.7,4575.35,No,Veteran (61m+),6,1,63.54652777777778,2.15347222222222,Medium_Value
Male,No,Yes,No,65,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,One year,No,Credit card (automatic),67.05,4309.55,No,Veteran (61m+),3,1,66.30076923076923,0.7492307692307634,Medium_Value
Male,No,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),110.9,7922.75,No,Veteran (61m+),5,1,110.03819444444444,0.8618055555555628,Top_Value
Male,No,No,No,6,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),87.95,522.35,No,New (0-12m),2,1,87.05833333333334,0.8916666666666657,High_Value
Male,Yes,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.8,587.7,No,Established (13-36m),0,1,18.365625,1.4343749999999993,Low_Value
Female,No,Yes,No,50,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),75.7,3876.2,No,Loyal (37-60m),3,1,77.524,-1.823999999999998,High_Value
Male,No,Yes,No,61,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,62.15,3778.85,No,Veteran (61m+),5,0,61.9483606557377,0.201639344262297,Medium_Value
Female,No,No,No,15,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.25,1457.25,Yes,Established (13-36m),4,0,97.15,4.099999999999994,Top_Value
Male,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),115.15,8349.45,No,Veteran (61m+),6,1,115.96458333333334,-0.8145833333333314,Top_Value
Male,No,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.95,185.6,Yes,New (0-12m),0,0,20.62222222222222,-1.6722222222222207,Low_Value
Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.5,19.5,No,New (0-12m),0,0,19.5,0.0,Low_Value
Female,No,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.55,1066.9,No,New (0-12m),1,0,88.90833333333335,-2.3583333333333485,High_Value
Female,No,No,No,37,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),28.6,973.55,Yes,Loyal (37-60m),1,1,26.31216216216216,2.287837837837841,Low_Value
Male,No,Yes,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.4,1226.45,No,Veteran (61m+),0,0,20.105737704918035,0.294262295081964,Low_Value
Male,No,Yes,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.8,342.3,No,Established (13-36m),0,1,19.016666666666666,0.783333333333335,Low_Value
Male,No,No,Yes,21,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.65,985.05,No,Established (13-36m),0,0,46.90714285714286,-1.2571428571428598,Medium_Value
Male,No,Yes,Yes,68,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,56.4,3948.45,No,Veteran (61m+),5,0,58.065441176470586,-1.665441176470587,Medium_Value
Male,Yes,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.3,828.05,No,New (0-12m),0,1,69.00416666666666,4.295833333333334,High_Value
Female,Yes,No,No,2,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.35,41.85,Yes,New (0-12m),0,0,20.925,3.4250000000000007,Low_Value
Female,No,Yes,No,62,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.35,6164.7,No,Veteran (61m+),3,0,99.43064516129031,1.91935483870968,Top_Value
Female,Yes,No,No,29,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,98.65,2862.75,Yes,Established (13-36m),3,0,98.71551724137932,-0.065517241379311,Top_Value
Male,No,No,Yes,1,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,33.6,33.6,No,New (0-12m),2,0,33.6,0.0,Low_Value
Male,Yes,Yes,No,5,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.9,343.95,Yes,New (0-12m),1,1,68.78999999999999,11.110000000000014,High_Value
Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.7,20.7,No,New (0-12m),0,0,20.7,0.0,Low_Value
Male,No,No,Yes,62,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,104.05,6590.5,No,Veteran (61m+),4,0,106.2983870967742,-2.248387096774195,Top_Value
Female,No,Yes,Yes,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.25,717.95,No,Established (13-36m),0,1,19.94305555555556,0.3069444444444436,Low_Value
Female,Yes,No,No,28,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,103.3,2890.65,Yes,Established (13-36m),4,0,103.2375,0.0625,Top_Value
Female,No,Yes,Yes,69,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),73.7,4885.85,No,Veteran (61m+),4,1,70.80942028985508,2.8905797101449195,High_Value
Female,No,Yes,No,11,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),96.2,1222.05,Yes,New (0-12m),3,1,111.09545454545454,-14.89545454545454,Top_Value
Female,No,Yes,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,108.75,6871.7,No,Veteran (61m+),5,0,109.07460317460315,-0.324603174603169,Top_Value
Male,No,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.15,405.6,No,Established (13-36m),0,1,17.63478260869565,2.515217391304347,Low_Value
Male,No,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.75,208.25,No,New (0-12m),0,1,20.825,-1.0749999999999993,Low_Value
Female,No,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.95,1801.9,No,Veteran (61m+),0,1,25.378873239436626,0.5711267605633772,Low_Value
Female,Yes,No,No,45,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,70.05,3062.45,No,Loyal (37-60m),3,0,68.05444444444444,1.9955555555555549,Medium_Value
Female,No,Yes,Yes,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.05,1764.75,No,Veteran (61m+),0,0,25.210714285714285,-1.1607142857142847,Low_Value
Female,No,No,Yes,22,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.75,1816.75,No,Established (13-36m),1,0,82.57954545454545,2.1704545454545467,High_Value
Female,No,Yes,Yes,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,23.05,1255.1,No,Loyal (37-60m),0,0,24.13653846153846,-1.08653846153846,Low_Value
Male,No,Yes,No,55,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,104.15,5743.05,Yes,Loyal (37-60m),4,0,104.41909090909093,-0.2690909090909059,Top_Value
Female,No,No,No,65,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),59.95,3921.1,No,Veteran (61m+),5,1,60.324615384615385,-0.3746153846153817,Medium_Value
Female,No,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.55,1463.45,No,Veteran (61m+),0,1,20.325694444444444,-0.7756944444444436,Low_Value
Male,No,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.6,189.45,No,New (0-12m),0,1,18.945,0.6550000000000011,Low_Value
Female,No,No,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.05,96.8,No,New (0-12m),0,0,13.828571428571427,6.221428571428573,Low_Value
Male,Yes,No,No,5,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.55,408.5,No,New (0-12m),2,0,81.7,3.8499999999999934,High_Value
Female,No,Yes,Yes,24,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),78.6,1846.65,No,Established (13-36m),4,1,76.94375000000001,1.6562499999999858,High_Value
Female,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),116.8,8456.75,No,Veteran (61m+),6,1,117.45486111111111,-0.6548611111111171,Top_Value
Male,No,No,No,21,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,43.55,1011.5,No,Established (13-36m),3,0,48.16666666666666,-4.616666666666667,Medium_Value
Male,No,Yes,No,69,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),60.8,4263.4,No,Veteran (61m+),5,1,61.78840579710145,-0.98840579710145,Medium_Value
Male,No,Yes,Yes,44,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),54.9,2549.1,No,Loyal (37-60m),2,1,57.934090909090905,-3.0340909090909065,Medium_Value
Female,Yes,Yes,Yes,61,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,65.2,3965.05,No,Veteran (61m+),2,0,65.00081967213114,0.1991803278688593,Medium_Value
Male,Yes,No,No,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),102.95,2496.7,Yes,Established (13-36m),4,1,104.02916666666664,-1.0791666666666515,Top_Value
Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,90.6,90.6,Yes,New (0-12m),2,0,90.6,0.0,Top_Value
Female,No,No,No,6,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),50.8,288.05,Yes,New (0-12m),1,1,48.00833333333333,2.7916666666666643,Medium_Value
Male,No,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.05,368.1,Yes,New (0-12m),2,0,92.025,-1.9750000000000083,Top_Value
Male,No,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,108.2,7840.6,No,Veteran (61m+),5,0,108.89722222222224,-0.6972222222222229,Top_Value
Male,No,No,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),92.0,6632.75,No,Veteran (61m+),6,1,92.12152777777776,-0.1215277777777714,Top_Value
Male,Yes,Yes,No,14,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.1,1013.35,No,Established (13-36m),0,0,72.38214285714285,2.7178571428571416,High_Value
Male,No,No,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.05,152.95,No,New (0-12m),0,1,21.85,3.200000000000003,Low_Value
Female,No,No,No,48,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Electronic check,75.15,3772.65,No,Loyal (37-60m),1,0,78.596875,-3.4468749999999915,High_Value
Male,No,Yes,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.5,1026.35,No,Loyal (37-60m),0,0,18.66090909090909,0.8390909090909098,Low_Value
Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.3,19.3,No,New (0-12m),0,1,19.3,0.0,Low_Value
Male,No,No,No,45,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),112.2,5031.85,No,Loyal (37-60m),6,1,111.81888888888888,0.3811111111111103,Top_Value
Male,No,No,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.3,220.4,No,New (0-12m),0,0,73.46666666666667,-3.1666666666666714,Medium_Value
Female,No,Yes,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.6,1416.5,No,Veteran (61m+),0,0,19.950704225352112,-0.3507042253521106,Low_Value
Male,No,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.25,158.35,No,New (0-12m),0,0,19.79375,0.4562500000000007,Low_Value
Female,No,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.85,256.6,Yes,New (0-12m),0,0,85.53333333333335,-9.683333333333351,High_Value
Male,No,Yes,Yes,69,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),80.65,5542.55,No,Veteran (61m+),5,1,80.3268115942029,0.3231884057971115,High_Value
Male,No,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,68.5,68.5,Yes,New (0-12m),0,0,68.5,0.0,Medium_Value
Female,Yes,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),115.75,8443.7,No,Veteran (61m+),6,1,117.27361111111112,-1.5236111111111228,Top_Value
Male,No,No,No,11,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.5,791.75,Yes,New (0-12m),1,0,71.97727272727273,1.5227272727272665,High_Value
Male,No,No,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),80.6,5708.2,No,Veteran (61m+),5,1,80.39718309859154,0.202816901408454,High_Value
Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.95,69.95,Yes,New (0-12m),0,0,69.95,0.0,Medium_Value
Female,No,Yes,No,33,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),59.55,2016.3,No,Established (13-36m),5,1,61.1,-1.5500000000000045,Medium_Value
Female,No,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.05,326.65,No,Established (13-36m),0,0,20.415625,-1.365624999999998,Low_Value
Female,Yes,Yes,No,56,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,No,Electronic check,95.65,5471.75,No,Loyal (37-60m),4,0,97.70982142857144,-2.059821428571425,Top_Value
Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.95,19.95,No,New (0-12m),0,1,19.95,0.0,Low_Value
Male,No,No,No,5,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,70.05,346.4,Yes,New (0-12m),3,0,69.28,0.769999999999996,Medium_Value
Male,No,Yes,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.4,1061.6,No,Loyal (37-60m),0,0,18.62456140350877,0.7754385964912274,Low_Value
Male,No,Yes,Yes,56,No,No phone service,DSL,No,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),36.1,1971.5,No,Loyal (37-60m),2,1,35.205357142857146,0.8946428571428555,Medium_Value
Male,No,No,No,8,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,94.0,773.65,Yes,New (0-12m),3,0,96.70625,-2.706249999999997,Top_Value
Female,No,Yes,Yes,22,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,61.15,1422.05,Yes,Established (13-36m),3,0,64.63863636363637,-3.488636363636367,Medium_Value
Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,19.75,No,New (0-12m),0,0,19.75,0.0,Low_Value
Female,No,No,Yes,40,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),64.1,2460.35,No,Loyal (37-60m),3,1,61.50875,2.591249999999995,Medium_Value
Male,No,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.75,856.5,No,Loyal (37-60m),0,1,18.619565217391305,1.1304347826086951,Low_Value
Male,No,Yes,Yes,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.7,1275.85,No,Veteran (61m+),0,0,20.2515873015873,-0.5515873015873005,Low_Value
Male,No,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,110.2,7467.5,No,Veteran (61m+),5,0,109.81617647058825,0.3838235294117709,Top_Value
Male,No,Yes,Yes,69,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),106.35,7261.75,No,Veteran (61m+),5,1,105.2427536231884,1.107246376811588,Top_Value
Female,No,Yes,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,90.55,5116.6,No,Loyal (37-60m),3,0,91.36785714285716,-0.8178571428571502,Top_Value
Female,No,Yes,Yes,10,Yes,No,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,65.9,660.05,No,New (0-12m),3,0,66.005,-0.1049999999999897,Medium_Value
Male,No,No,No,63,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,No,Credit card (automatic),104.5,6590.8,No,Veteran (61m+),5,1,104.61587301587302,-0.1158730158730207,Top_Value
Female,No,Yes,Yes,24,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,52.5,1208.15,No,Established (13-36m),5,0,50.33958333333334,2.160416666666663,Medium_Value
Female,No,No,No,19,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,56.1,1033.9,No,Established (13-36m),1,0,54.41578947368421,1.6842105263157876,Medium_Value
